source_name,source_link,event_id,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,dataset_source,original_event_date,event_date_standardized,event_date_only,original_latitude,original_longitude,latitude_standardized,longitude_standardized,coordinates_valid,latitude_compare,longitude_compare,date_compare,master_id,record_type,event_year,event_month,date_precision,state,district,location_name,initiation_year,triggering_factor,material_type,movement_type,activity,landslide_area,persons_death,source,source_event_id,source_record_url,source_records,source_count,coordinate_source,coordinate_inherited,match_confidence,data_quality,dedup_key,duplicate_group_id,is_duplicate,duplicate_of,notes
,,,,,,,,,,,,,,,,,,,,,,,,,94.813722,26.190833,LandslideGuard_Project_Master,,,,26.190833,94.813722,26.190833,94.813722,True,26.191,94.814,,IND-INV-023756,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Rock,Fall,Reactivated,1230.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0034,,GSI:9709,1.0,GSI,False,SOURCE,HIGH,26.191_94.814,,False,,OBJECTID=9709
,,,,,,,,,,,,,,,,,,,,,,,,,94.81905,26.200056,LandslideGuard_Project_Master,,,,26.200056,94.81905,26.200056,94.81905,True,26.2,94.819,,IND-INV-023757,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Rock,Slide,Reactivated,800.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0033,,GSI:9570,1.0,GSI,False,SOURCE,HIGH,26.200_94.819,,False,,OBJECTID=9570
,,,,,,,,,,,,,,,,,,,,,,,,,94.811625,26.205135,LandslideGuard_Project_Master,,,,26.205135,94.811625,26.205135,94.811625,True,26.205,94.812,,IND-INV-023758,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Rock,Slide,Reactivated,800.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0032,,GSI:9569,1.0,GSI,False,SOURCE,HIGH,26.205_94.812,,False,,OBJECTID=9569
,,,,,,,,,,,,,,,,,,,,,,,,,94.782333,26.234778,LandslideGuard_Project_Master,,,,26.234778,94.782333,26.234778,94.782333,True,26.235,94.782,,IND-INV-023759,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Earth,Slide,Reactivated,1050.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0044,,GSI:9756,1.0,GSI,False,SOURCE,HIGH,26.235_94.782,,False,,OBJECTID=9756
,,,,,,,,,,,,,,,,,,,,,,,,,94.810333,26.210306,LandslideGuard_Project_Master,,,,26.210306,94.810333,26.210306,94.810333,True,26.21,94.81,,IND-INV-023760,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Slide,Reactivated,12600.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0051,,GSI:9740,1.0,GSI,False,SOURCE,HIGH,26.210_94.810,,False,,OBJECTID=9740
,,,,,,,,,,,,,,,,,,,,,,,,,94.812056,26.214972,LandslideGuard_Project_Master,,,,26.214972,94.812056,26.214972,94.812056,True,26.215,94.812,,IND-INV-023761,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Rock,Slide,Reactivated,300.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0050,,GSI:9739,1.0,GSI,False,SOURCE,HIGH,26.215_94.812,,False,,OBJECTID=9739
,,,,,,,,,,,,,,,,,,,,,,,,,94.801583,26.226778,LandslideGuard_Project_Master,,,,26.226778,94.801583,26.226778,94.801583,True,26.227,94.802,,IND-INV-023762,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Earth,Slide,Dormant,27000.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0031,,GSI:9568,1.0,GSI,False,SOURCE,HIGH,26.227_94.802,,False,,OBJECTID=9568
,,,,,,,,,,,,,,,,,,,,,,,,,94.795278,26.233444,LandslideGuard_Project_Master,,,,26.233444,94.795278,26.233444,94.795278,True,26.233,94.795,,IND-INV-023763,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Rock,Slide,Reactivated,700.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0043,,GSI:9755,1.0,GSI,False,SOURCE,HIGH,26.233_94.795,,False,,OBJECTID=9755
,,,,,,,,,,,,,,,,,,,,,,,,,94.805011,26.235736,LandslideGuard_Project_Master,,,,26.235736,94.805011,26.235736,94.805011,True,26.236,94.805,,IND-INV-023764,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Slide,Reactivated,10400.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0030,,GSI:9567,1.0,GSI,False,SOURCE,HIGH,26.236_94.805,,False,,OBJECTID=9567
,,,,,,,,,,,,,,,,,,,,,,,,,94.809694,26.236111,LandslideGuard_Project_Master,,,,26.236111,94.809694,26.236111,94.809694,True,26.236,94.81,,IND-INV-023765,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Earth,Slide,Reactivated,24000.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0029,,GSI:9566,1.0,GSI,False,SOURCE,HIGH,26.236_94.810,,False,,OBJECTID=9566
,,,,,,,,,,,,,,,,,,,,,,,,,94.808889,26.251111,LandslideGuard_Project_Master,,,,26.251111,94.808889,26.251111,94.808889,True,26.251,94.809,,IND-INV-023766,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall and Anthropogenic,Debris,Slide,Reactivated,3290.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/55,,GSI:15373,1.0,GSI,False,SOURCE,HIGH,26.251_94.809,,False,,OBJECTID=15373
,,,,,,,,,,,,,,,,,,,,,,,,,94.809444,26.260556,LandslideGuard_Project_Master,,,,26.260556,94.809444,26.260556,94.809444,True,26.261,94.809,,IND-INV-023767,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Slide,Active,210.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/5,,GSI:14758,1.0,GSI,False,SOURCE,HIGH,26.261_94.809,,False,,OBJECTID=14758
,,,,,,,,,,,,,,,,,,,,,,,,,94.770472,26.275167,LandslideGuard_Project_Master,,,,26.275167,94.770472,26.275167,94.770472,True,26.275,94.77,,IND-INV-023768,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Rock,Slide,Reactivated,2250.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/16,,GSI:15027,1.0,GSI,False,SOURCE,HIGH,26.275_94.770,,False,,OBJECTID=15027
,,,,,,,,,,,,,,,,,,,,,,,,,94.770278,26.275,LandslideGuard_Project_Master,,,,26.275,94.770278,26.275,94.770278,True,26.275,94.77,,IND-INV-023769,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Rock,Slide,Reactivated,700.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/24,,GSI:14971,1.0,GSI,False,SOURCE,HIGH,26.275_94.770,,False,,OBJECTID=14971
,,,,,,,,,,,,,,,,,,,,,,,,,94.812222,26.263889,LandslideGuard_Project_Master,,,,26.263889,94.812222,26.263889,94.812222,True,26.264,94.812,,IND-INV-023770,INVENTORY,,,unknown,Nagaland,Tuensang,,,Anthropogenic,Debris,Fall,Active,2250.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/7,,GSI:14760,1.0,GSI,False,SOURCE,HIGH,26.264_94.812,,False,,OBJECTID=14760
,,,,,,,,,,,,,,,,,,,,,,,,,94.809444,26.261111,LandslideGuard_Project_Master,,,,26.261111,94.809444,26.261111,94.809444,True,26.261,94.809,,IND-INV-023771,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Slide,Active,5600.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/6,,GSI:14759,1.0,GSI,False,SOURCE,HIGH,26.261_94.809,,False,,OBJECTID=14759
,,,,,,,,,,,,,,,,,,,,,,,,,94.815556,26.264444,LandslideGuard_Project_Master,,,,26.264444,94.815556,26.264444,94.815556,True,26.264,94.816,,IND-INV-023772,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall and Anthropogenic,Rock,Slide,Reactivated,1750.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/53,,GSI:15148,1.0,GSI,False,SOURCE,HIGH,26.264_94.816,,False,,OBJECTID=15148
,,,,,,,,,,,,,,,,,,,,,,,,,94.83,26.273333,LandslideGuard_Project_Master,,,,26.273333,94.83,26.273333,94.83,True,26.273,94.83,,IND-INV-023773,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall & Anthropogenic,Debris,Slide,Reactivated,1400.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/8,,GSI:14761,1.0,GSI,False,SOURCE,HIGH,26.273_94.830,,False,,OBJECTID=14761
,,,,,,,,,,,,,,,,,,,,,,,,,94.8275,26.276667,LandslideGuard_Project_Master,,,,26.276667,94.8275,26.276667,94.8275,True,26.277,94.828,,IND-INV-023774,INVENTORY,,,unknown,Nagaland,Tuensang,,,"Rainfall, Anthropogenic",Debris,Slide,Reactivated,1650.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/15,,GSI:14999,1.0,GSI,False,SOURCE,HIGH,26.277_94.828,,False,,OBJECTID=14999
,,,,,,,,,,,,,,,,,,,,,,,,,94.835556,26.295278,LandslideGuard_Project_Master,,,,26.295278,94.835556,26.295278,94.835556,True,26.295,94.836,,IND-INV-023775,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Slide,Reactivated,4200.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/23,,GSI:15034,1.0,GSI,False,SOURCE,HIGH,26.295_94.836,,False,,OBJECTID=15034
,,,,,,,,,,,,,,,,,,,,,,,,,94.839167,26.293056,LandslideGuard_Project_Master,,,,26.293056,94.839167,26.293056,94.839167,True,26.293,94.839,,IND-INV-023776,INVENTORY,,,unknown,Nagaland,Tuensang,,,Anthropogenic,Rock,Slide,Reactivated,4500.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/17,,GSI:15028,1.0,GSI,False,SOURCE,HIGH,26.293_94.839,,False,,OBJECTID=15028
,,,,,,,,,,,,,,,,,,,,,,,,,94.844722,26.300556,LandslideGuard_Project_Master,,,,26.300556,94.844722,26.300556,94.844722,True,26.301,94.845,,IND-INV-023777,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Slide,Reactivated,600.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/18,,GSI:15029,1.0,GSI,False,SOURCE,HIGH,26.301_94.845,,False,,OBJECTID=15029
,,,,,,,,,,,,,,,,,,,,,,,,,94.8175,26.258889,LandslideGuard_Project_Master,,,,26.258889,94.8175,26.258889,94.8175,True,26.259,94.818,,IND-INV-023778,INVENTORY,,,unknown,Nagaland,Tuensang,,,"Rainfall, Anthropogenic",Rock,Slide,Reactivated,5250.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/14,,GSI:14998,1.0,GSI,False,SOURCE,HIGH,26.259_94.817,,False,,OBJECTID=14998
,,,,,,,,,,,,,,,,,,,,,,,,,94.813333,26.260556,LandslideGuard_Project_Master,,,,26.260556,94.813333,26.260556,94.813333,True,26.261,94.813,,IND-INV-023779,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Slide,Reactivated,2500.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/54,,GSI:15149,1.0,GSI,False,SOURCE,HIGH,26.261_94.813,,False,,OBJECTID=15149
,,,,,,,,,,,,,,,,,,,,,,,,,94.813333,26.260556,LandslideGuard_Project_Master,,,,26.260556,94.813333,26.260556,94.813333,True,26.261,94.813,,IND-INV-023780,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Slide,Reactivated,2000.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/4,,GSI:14757,1.0,GSI,False,SOURCE,HIGH,26.261_94.813,,False,,OBJECTID=14757
,,,,,,,,,,,,,,,,,,,,,,,,,94.819778,26.249,LandslideGuard_Project_Master,,,,26.249,94.819778,26.249,94.819778,True,26.249,94.82,,IND-INV-023781,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Slide,Reactivated,440000.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0052,,GSI:9758,1.0,GSI,False,SOURCE,HIGH,26.249_94.820,,False,,OBJECTID=9758
,,,,,,,,,,,,,,,,,,,,,,,,,94.82056,26.24139,LandslideGuard_Project_Master,,,,26.24139,94.82056,26.24139,94.82056,True,26.241,94.821,,IND-INV-023782,INVENTORY,,,unknown,Nagaland,Tuensang,Tuensang slide,,,Debris,Slide,,0.0,,Geological Survey of India (GSI) inventory,NAG/TUE/83J16/2009/F-5,,GSI:631,1.0,GSI,False,SOURCE,HIGH,26.241_94.821,,False,,OBJECTID=631
,,,,,,,,,,,,,,,,,,,,,,,,,94.898329,26.220449,LandslideGuard_Project_Master,,,,26.220449,94.898329,26.220449,94.898329,True,26.22,94.898,,IND-INV-023783,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Slide,Reactivated,1200.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0040,,GSI:9735,1.0,GSI,False,SOURCE,HIGH,26.220_94.898,,False,,OBJECTID=9735
,,,,,,,,,,,,,,,,,,,,,,,,,94.941056,26.231694,LandslideGuard_Project_Master,,,,26.231694,94.941056,26.231694,94.941056,True,26.232,94.941,,IND-INV-023784,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Rock,Slide,Reactivated,270.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0041,,GSI:9753,1.0,GSI,False,SOURCE,HIGH,26.232_94.941,,False,,OBJECTID=9753
,,,,,,,,,,,,,,,,,,,,,,,,,94.942004,26.235678,LandslideGuard_Project_Master,,,,26.235678,94.942004,26.235678,94.942004,True,26.236,94.942,,IND-INV-023785,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Rock,Slide,Reactivated,330.0,,Geological Survey of India (GSI) inventory,NAG/TUN/83J16/2016/0042,,GSI:9754,1.0,GSI,False,SOURCE,HIGH,26.236_94.942,,False,,OBJECTID=9754
,,,,,,,,,,,,,,,,,,,,,,,,,94.875833,26.305833,LandslideGuard_Project_Master,,,,26.305833,94.875833,26.305833,94.875833,True,26.306,94.876,,IND-INV-023786,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall and Anthropogenic,Debris,Slide,Reactivated,8400.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/38,,GSI:15037,1.0,GSI,False,SOURCE,HIGH,26.306_94.876,,False,,OBJECTID=15037
,,,,,,,,,,,,,,,,,,,,,,,,,94.877778,26.311944,LandslideGuard_Project_Master,,,,26.311944,94.877778,26.311944,94.877778,True,26.312,94.878,,IND-INV-023787,INVENTORY,,,unknown,Nagaland,Tuensang,,,Anthropogenic,Debris,Slide,Suspended,2400.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/1,,GSI:14732,1.0,GSI,False,SOURCE,HIGH,26.312_94.878,,False,,OBJECTID=14732
,,,,,,,,,,,,,,,,,,,,,,,,,94.875833,26.330556,LandslideGuard_Project_Master,,,,26.330556,94.875833,26.330556,94.875833,True,26.331,94.876,,IND-INV-023788,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall and Anthropogenic,Debris,Slide,Reactivated,7500.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/22,,GSI:15033,1.0,GSI,False,SOURCE,HIGH,26.331_94.876,,False,,OBJECTID=15033
,,,,,,,,,,,,,,,,,,,,,,,,,94.866944,26.336111,LandslideGuard_Project_Master,,,,26.336111,94.866944,26.336111,94.866944,True,26.336,94.867,,IND-INV-023789,INVENTORY,,,unknown,Nagaland,Tuensang,,,Anthropogenic,Soil,Slide,Reactivated,2700.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/21,,GSI:15032,1.0,GSI,False,SOURCE,HIGH,26.336_94.867,,False,,OBJECTID=15032
,,,,,,,,,,,,,,,,,,,,,,,,,94.866111,26.326111,LandslideGuard_Project_Master,,,,26.326111,94.866111,26.326111,94.866111,True,26.326,94.866,,IND-INV-023790,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall & Anthropogenic,Debris,Slide,Active,7500.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/2,,GSI:14733,1.0,GSI,False,SOURCE,HIGH,26.326_94.866,,False,,OBJECTID=14733
,,,,,,,,,,,,,,,,,,,,,,,,,94.896667,26.326944,LandslideGuard_Project_Master,,,,26.326944,94.896667,26.326944,94.896667,True,26.327,94.897,,IND-INV-023791,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Subsidence,Inactive,5000.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/3,,GSI:14756,1.0,GSI,False,SOURCE,HIGH,26.327_94.897,,False,,OBJECTID=14756
,,,,,,,,,,,,,,,,,,,,,,,,,94.917222,26.3275,LandslideGuard_Project_Master,,,,26.3275,94.917222,26.3275,94.917222,True,26.328,94.917,,IND-INV-023792,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall & Anthropogenic,Debris,Slide,Reactivated,1925.0,,Geological Survey of India (GSI) inventory,NG/MON/83J15/2017/9,,GSI:14762,1.0,GSI,False,SOURCE,HIGH,26.328_94.917,,False,,OBJECTID=14762
,,,,,,,,,,,,,,,,,,,,,,,,,94.9275,26.336667,LandslideGuard_Project_Master,,,,26.336667,94.9275,26.336667,94.9275,True,26.337,94.928,,IND-INV-023793,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall and Anthropogenic,Debris,Slide,Reactivated,1200.0,,Geological Survey of India (GSI) inventory,NG/MON/83J15/2017/13,,GSI:14997,1.0,GSI,False,SOURCE,HIGH,26.337_94.927,,False,,OBJECTID=14997
,,,,,,,,,,,,,,,,,,,,,,,,,94.929167,26.337778,LandslideGuard_Project_Master,,,,26.337778,94.929167,26.337778,94.929167,True,26.338,94.929,,IND-INV-023794,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall & Anthropogenic,Debris,Slide,Active,3600.0,,Geological Survey of India (GSI) inventory,NG/MON/83J15/2017/10,,GSI:14994,1.0,GSI,False,SOURCE,HIGH,26.338_94.929,,False,,OBJECTID=14994
,,,,,,,,,,,,,,,,,,,,,,,,,94.935556,26.359722,LandslideGuard_Project_Master,,,,26.359722,94.935556,26.359722,94.935556,True,26.36,94.936,,IND-INV-023795,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall,Rock,Slide,Active,3300.0,,Geological Survey of India (GSI) inventory,NG/MON/83J15/2017/12,,GSI:14996,1.0,GSI,False,SOURCE,HIGH,26.360_94.936,,False,,OBJECTID=14996
,,,,,,,,,,,,,,,,,,,,,,,,,94.933056,26.360556,LandslideGuard_Project_Master,,,,26.360556,94.933056,26.360556,94.933056,True,26.361,94.933,,IND-INV-023796,INVENTORY,,,unknown,Nagaland,Mon,,,Rainfall & Anthropogenic,Rock,Subsidence,Active,15000.0,,Geological Survey of India (GSI) inventory,NG/MON/83J15/2017/11,,GSI:14995,1.0,GSI,False,SOURCE,HIGH,26.361_94.933,,False,,OBJECTID=14995
,,,,,,,,,,,,,,,,,,,,,,,,,94.943333,26.371667,LandslideGuard_Project_Master,,,,26.371667,94.943333,26.371667,94.943333,True,26.372,94.943,,IND-INV-023797,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Rock,Slide,Reactivated,900.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/40,,GSI:15668,1.0,GSI,False,SOURCE,HIGH,26.372_94.943,,False,,OBJECTID=15668
,,,,,,,,,,,,,,,,,,,,,,,,,94.941389,26.373056,LandslideGuard_Project_Master,,,,26.373056,94.941389,26.373056,94.941389,True,26.373,94.941,,IND-INV-023798,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Rock,Slide,Reactivated,1200.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/41,,GSI:15104,1.0,GSI,False,SOURCE,HIGH,26.373_94.941,,False,,OBJECTID=15104
,,,,,,,,,,,,,,,,,,,,,,,,,94.936389,26.375278,LandslideGuard_Project_Master,,,,26.375278,94.936389,26.375278,94.936389,True,26.375,94.936,,IND-INV-023799,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall and Anthropogenic,Rock,Subsidence,,300.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/39,,GSI:15667,1.0,GSI,False,SOURCE,HIGH,26.375_94.936,,False,,OBJECTID=15667
,,,,,,,,,,,,,,,,,,,,,,,,,94.94406,26.39094,LandslideGuard_Project_Master,,,,26.39094,94.94406,26.39094,94.94406,True,26.391,94.944,,IND-INV-023800,INVENTORY,,,unknown,Nagaland,Mon,Shamnyu slide,,Heavy rainfall,Rock cum Debris,Flow,Active,0.0,,Geological Survey of India (GSI) inventory,NL/MON/83J15/2014/08,,GSI:182,1.0,GSI,False,SOURCE,HIGH,26.391_94.944,,False,,OBJECTID=182
,,,,,,,,,,,,,,,,,,,,,,,,,94.94553,26.39936,LandslideGuard_Project_Master,,,,26.39936,94.94553,26.39936,94.94553,True,26.399,94.946,,IND-INV-023801,INVENTORY,,,unknown,Nagaland,Mon,Shense slide,,Heavy rainfall,Debris,Flow,Active,0.0,,Geological Survey of India (GSI) inventory,NL/MON/83J15/2014/09,,GSI:183,1.0,GSI,False,SOURCE,HIGH,26.399_94.946,,False,,OBJECTID=183
,,,,,,,,,,,,,,,,,,,,,,,,,94.920556,26.389722,LandslideGuard_Project_Master,,,,26.389722,94.920556,26.389722,94.920556,True,26.39,94.921,,IND-INV-023802,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall and Anthropogenic,Debris,Slide,Suspended,300.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/42,,GSI:15105,1.0,GSI,False,SOURCE,HIGH,26.390_94.921,,False,,OBJECTID=15105
,,,,,,,,,,,,,,,,,,,,,,,,,94.918611,26.3925,LandslideGuard_Project_Master,,,,26.3925,94.918611,26.3925,94.918611,True,26.392,94.919,,IND-INV-023803,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall and Anthropogenic,Debris,Slide,Reactivated,200.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/43,,GSI:15106,1.0,GSI,False,SOURCE,HIGH,26.392_94.919,,False,,OBJECTID=15106
,,,,,,,,,,,,,,,,,,,,,,,,,94.919444,26.393889,LandslideGuard_Project_Master,,,,26.393889,94.919444,26.393889,94.919444,True,26.394,94.919,,IND-INV-023804,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall and Anthropogenic,Debris,Subsidence,,12000.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/44,,GSI:15107,1.0,GSI,False,SOURCE,HIGH,26.394_94.919,,False,,OBJECTID=15107
,,,,,,,,,,,,,,,,,,,,,,,,,94.870278,26.404167,LandslideGuard_Project_Master,,,,26.404167,94.870278,26.404167,94.870278,True,26.404,94.87,,IND-INV-023805,INVENTORY,,,unknown,Nagaland,Longleng,,,Rainfall and Anthropogenic,Debris,Subsidence,Reactivated,2000.0,,Geological Survey of India (GSI) inventory,NG/LON/83J15/2017/35,,GSI:15007,1.0,GSI,False,SOURCE,HIGH,26.404_94.870,,False,,OBJECTID=15007
,,,,,,,,,,,,,,,,,,,,,,,,,94.82583,26.38778,LandslideGuard_Project_Master,,,,26.38778,94.82583,26.38778,94.82583,True,26.388,94.826,,IND-INV-023806,INVENTORY,,,unknown,Nagaland,Tuensang,Yangpi Village slide,,,Rock,Slide,,0.0,,Geological Survey of India (GSI) inventory,NAG/TUE/83J15/2009/F-10,,GSI:668,1.0,GSI,False,SOURCE,HIGH,26.388_94.826,,False,,OBJECTID=668
,,,,,,,,,,,,,,,,,,,,,,,,,94.82583,26.38778,LandslideGuard_Project_Master,,,,26.38778,94.82583,26.38778,94.82583,True,26.388,94.826,,IND-INV-023807,INVENTORY,,,unknown,Nagaland,Tuensang,Noksen-Tuengsang road slide,,,Debris,Slide,,0.0,,Geological Survey of India (GSI) inventory,NAG/TUE/83J15/2009/F-11,,GSI:669,1.0,GSI,False,SOURCE,HIGH,26.388_94.826,,False,,OBJECTID=669
,,,,,,,,,,,,,,,,,,,,,,,,,94.84056,26.37639,LandslideGuard_Project_Master,,,,26.37639,94.84056,26.37639,94.84056,True,26.376,94.841,,IND-INV-023808,INVENTORY,,,unknown,Nagaland,Tuensang,Washomung (Bhumbak Village) slide,,,Debris,Slide,,0.0,,Geological Survey of India (GSI) inventory,NAG/TUE/83J15/2009/F-12,,GSI:672,1.0,GSI,False,SOURCE,HIGH,26.376_94.841,,False,,OBJECTID=672
,,,,,,,,,,,,,,,,,,,,,,,,,94.84,26.36083,LandslideGuard_Project_Master,,,,26.36083,94.84,26.36083,94.84,True,26.361,94.84,,IND-INV-023809,INVENTORY,,,unknown,Nagaland,Tuensang,Ajang (Bhumbak Village),,,Rock,Fall,,0.0,,Geological Survey of India (GSI) inventory,NAG/TUE/83J15/2009/F-13,,GSI:673,1.0,GSI,False,SOURCE,HIGH,26.361_94.840,,False,,OBJECTID=673
,,,,,,,,,,,,,,,,,,,,,,,,,94.858056,26.326389,LandslideGuard_Project_Master,,,,26.326389,94.858056,26.326389,94.858056,True,26.326,94.858,,IND-INV-023810,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Slide,Reactivated,3150.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/20,,GSI:15031,1.0,GSI,False,SOURCE,HIGH,26.326_94.858,,False,,OBJECTID=15031
,,,,,,,,,,,,,,,,,,,,,,,,,94.849722,26.317778,LandslideGuard_Project_Master,,,,26.317778,94.849722,26.317778,94.849722,True,26.318,94.85,,IND-INV-023811,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Debris,Slide,Reactivated,2100.0,,Geological Survey of India (GSI) inventory,NG/TUE/83J15/2017/19,,GSI:15030,1.0,GSI,False,SOURCE,HIGH,26.318_94.850,,False,,OBJECTID=15030
,,,,,,,,,,,,,,,,,,,,,,,,,94.83333,26.34417,LandslideGuard_Project_Master,,,,26.34417,94.83333,26.34417,94.83333,True,26.344,94.833,,IND-INV-023812,INVENTORY,,,unknown,Nagaland,Tuensang,Ajang (Bhumbak Village),,,,Slide,,0.0,,Geological Survey of India (GSI) inventory,NAG/TUE/83J15/2009/F-14,,GSI:674,1.0,GSI,False,SOURCE,HIGH,26.344_94.833,,False,,OBJECTID=674
,,,,,,,,,,,,,,,,,,,,,,,,,94.71375,26.372667,LandslideGuard_Project_Master,,,,26.372667,94.71375,26.372667,94.71375,True,26.373,94.714,,IND-INV-023813,INVENTORY,,,unknown,Nagaland,Tuensang,,,Rainfall,Rock,Slide,Reactivated,96.0,,Geological Survey of India (GSI) inventory,NAG/TUEN/83J11/2015/ 0123,,GSI:8570,1.0,GSI,False,SOURCE,HIGH,26.373_94.714,,False,,OBJECTID=8570
